image_id,file_path,canonical_class,food_family,width,height,source_type,annotated,review_status
VNFOOD_000027,images/srcA_H-054_jpg.rf.74b133dfd4da6998306da8505d0221f4.jpg,lẩu,soup,640,640,web_scrape_A,True,verified
VNFOOD_000028,images/srcA_H-055_jpg.rf.f273f108c4a6c72344454413a0714600.jpg,phở,noodle_dish,640,640,web_scrape_A,True,verified
VNFOOD_000029,images/srcA_H-056_jpg.rf.f997bd3ec2b4386711e5dc36a9f548bb.jpg,bánh xèo,bread_and_pastry,640,640,web_scrape_A,True,verified
VNFOOD_000030,images/srcA_H-057_jpg.rf.a89b838b13e83e2b7719faa06395ceb5.jpg,heo quay,meat_dish,640,640,web_scrape_A,True,verified
VNFOOD_000031,images/srcA_H-058_jpg.rf.75fb94eb91407b97c4f210a2cdbaa9c7.jpg,bún thịt nướng,noodle_dish,640,640,web_scrape_A,True,verified
VNFOOD_000032,images/srcA_H-059_jpg.rf.3128112cdb6a77ead07b57a03f81ffb3.jpg,bún thịt nướng,noodle_dish,640,640,web_scrape_A,True,verified
VNFOOD_000033,images/srcA_H-060_jpg.rf.ca5bcfe42edf39cd81fc095f699a59a3.jpg,cơm chiên,rice_dish,640,640,web_scrape_A,True,verified
VNFOOD_000034,images/srcA_H-061_jpeg.rf.f092b7e45120195bd76fed8db8bceea9.jpg,canh chua,soup,640,640,web_scrape_A,True,verified
VNFOOD_000035,images/srcA_H-062_jpg.rf.c5f656b07561d51b7dc9dcd4a52139a3.jpg,món ăn khác,other,640,640,web_scrape_A,True,verified
VNFOOD_000036,images/srcA_H-065_jpg.rf.481fa6a339309292dd846ee202f95836.jpg,món ăn khác,other,640,640,web_scrape_A,True,verified
VNFOOD_000037,images/srcA_H-066_jpg.rf.c5fc08ac051ce9c10b5e8acde7287b57.jpg,món ăn khác,other,640,640,web_scrape_A,True,verified
VNFOOD_000038,images/srcA_H-067_jpg.rf.e177572cc86d0d775159a3aa3aebd9f5.jpg,cơm chiên,rice_dish,640,640,web_scrape_A,True,verified
VNFOOD_000039,images/srcA_H-068_jpg.rf.4a96f2efa2fe98665c0e8a49aff11a9f.jpg,rau sống,salad_vegetable,640,640,web_scrape_A,True,verified
VNFOOD_000040,images/srcA_H-069_jpg.rf.8b2b6df86d40620e2197288c0c893d85.jpg,nước chấm,sauce_condiment,640,640,web_scrape_A,True,verified
VNFOOD_000041,images/srcA_H-072_jpg.rf.a4bcd49c31dc7685cacadbc1312f3c70.jpg,chả,meat_dish,640,640,web_scrape_A,True,verified
VNFOOD_000042,images/srcA_H-074_jpg.rf.9dbc799b63f1f4b8ce44b48d4a374981.jpg,nước chấm,sauce_condiment,640,640,web_scrape_A,True,verified
VNFOOD_000043,images/srcA_H-075_jpg.rf.9400412ba2beba18a3a5f6a385d1cc8a.jpg,chả,meat_dish,640,640,web_scrape_A,True,verified
VNFOOD_000044,images/srcA_H-079_jpg.rf.ad000b97d9d37e95de0ffaf79b71954d.jpg,ngao sò,seafood,640,640,web_scrape_A,True,verified
VNFOOD_000045,images/srcA_H-081_jpg.rf.92fa432607cd8a8dde03fedff94c3543.jpg,canh chua,soup,640,640,web_scrape_A,True,verified
VNFOOD_000046,images/srcA_H-082_jpg.rf.d77ff3db67402ca4131ff83ec079923c.jpg,rau sống,salad_vegetable,640,640,web_scrape_A,True,verified
VNFOOD_000047,images/srcA_H-083_jpg.rf.b3de1d6e084faf84ebcd534fd7bafbe2.jpg,món ăn khác,other,640,640,web_scrape_A,True,verified
VNFOOD_000048,images/srcA_H-087_jpg.rf.20c859222fadf4d429c9115ca05b0f40.jpg,canh chua,soup,640,640,web_scrape_A,True,verified
VNFOOD_000049,images/srcA_H-091_jpg.rf.d704ecfc7e1aae4897ee65a7a96444ef.jpg,rau xào,salad_vegetable,640,640,web_scrape_A,True,verified
VNFOOD_000050,images/srcA_H-092_jpg.rf.4d0a05771177aa044833f53250bea7c4.jpg,mực,seafood,640,640,web_scrape_A,True,verified
VNFOOD_000051,images/srcA_H-093_jpg.rf.785ee9cabd391da6cd0100e276cc7a66.jpg,rau xào,salad_vegetable,640,640,web_scrape_A,True,verified
VNFOOD_000052,images/srcA_H-094_jpg.rf.b4a1639633e42d3c4865b3033f3e07c5.jpg,nước chấm,sauce_condiment,640,640,web_scrape_A,True,verified
VNFOOD_000053,images/srcA_H-095_jpg.rf.c5ab029925c34ecae112867dabefb3f1.jpg,rau xào,salad_vegetable,640,640,web_scrape_A,True,verified
VNFOOD_000054,images/srcA_H-096_jpeg.rf.b46f6427a8e55ba8b2e0f5ab39efbe2d.jpg,ốc,seafood,640,640,web_scrape_A,True,verified
VNFOOD_000055,images/srcA_H-097_jpg.rf.f354f9faa5111d2d576f9c605a3a7045.jpg,nước chấm,sauce_condiment,640,640,web_scrape_A,True,verified
VNFOOD_000056,images/srcA_H-099_jpg.rf.03f5e9ef6d44778186328703b60486f6.jpg,rau xào,salad_vegetable,640,640,web_scrape_A,True,verified
VNFOOD_000057,images/srcA_H-100_jpg.rf.ff29a738f059f7e704f6c3860e027757.jpg,heo quay,meat_dish,640,640,web_scrape_A,True,verified
VNFOOD_000058,images/srcA_H-103_jpg.rf.01c49d87932e274c27afb1a7a03b89cf.jpg,chả,meat_dish,640,640,web_scrape_A,True,verified
VNFOOD_000059,images/srcA_H-104_jpg.rf.abe716729a666f55b468cbe93ad7a06a.jpg,nước chấm,sauce_condiment,640,640,web_scrape_A,True,verified
VNFOOD_000060,images/srcA_H-105_jpg.rf.79ad2fba0028fec6582bc5353ea8416a.jpg,ngao sò,seafood,640,640,web_scrape_A,True,verified
VNFOOD_000061,images/srcA_H-106_jpg.rf.698052f8fd2636c5c8bd9e8c9413fd11.jpg,mực,seafood,640,640,web_scrape_A,True,verified
VNFOOD_000062,images/srcA_H-107_jpg.rf.ac91f6b82a5cc4eb351cea86640e9122.jpg,rau luộc,salad_vegetable,640,640,web_scrape_A,True,verified
VNFOOD_000063,images/srcA_H-108_JPG.rf.ffcece842962ecf19bb574144c2afb18.jpg,xôi xéo,rice_dish,640,640,web_scrape_A,True,verified
VNFOOD_000064,images/srcA_H-109_jpg.rf.e702361a07a320b1d67a83dee8e9969b.jpg,rau luộc,salad_vegetable,640,640,web_scrape_A,True,verified
VNFOOD_000065,images/srcA_H-110_JPG.rf.6ad94de30b09738bb64f6a5121909c44.jpg,món ăn khác,other,640,640,web_scrape_A,True,verified
VNFOOD_000066,images/srcA_H-112_jpg.rf.c59b36cab301b9ee21a70a1214301e45.jpg,cá chiên,seafood,640,640,web_scrape_A,True,verified
VNFOOD_000067,images/srcA_H-113_jpg.rf.772c0a73d6cec4bf4529bfbc5bc45de1.jpg,xôi xéo,rice_dish,640,640,web_scrape_A,True,verified
VNFOOD_000068,images/srcA_H-114_jpg.rf.f3c07661c32b888abf801428b2fc9319.jpg,món ăn khác,other,640,640,web_scrape_A,True,verified
VNFOOD_000069,images/srcA_H-115_JPG.rf.c74d7cd2759e9689fbb12e4dfa8ed5fe.jpg,xôi xéo,rice_dish,640,640,web_scrape_A,True,verified
VNFOOD_000070,images/srcA_H-116_jpg.rf.7fa90dc325083d3f34c6e543f1da939b.jpg,bánh chưng,bread_and_pastry,640,640,web_scrape_A,True,verified
VNFOOD_000071,images/srcA_H-117_jpg.rf.f67157561740d5cae8e9c7d68e4611eb.jpg,xôi xéo,rice_dish,640,640,web_scrape_A,True,verified
VNFOOD_000072,images/srcA_H-119_jpg.rf.18f41295675e9ac4139eea20df16718d.jpg,nước chấm,sauce_condiment,640,640,web_scrape_A,True,verified
VNFOOD_000073,images/srcB_1004_jpg.rf.132ebbe30a7eb80d555a46a5a14751ce.jpg,cháo lòng,soup,640,640,web_scrape_B,True,verified
VNFOOD_000074,images/srcB_1008_jpg.rf.59f8699bc276dfe33d4a48da4aead439.jpg,bánh cuốn,bread_and_pastry,640,640,web_scrape_B,True,verified
VNFOOD_000075,images/srcB_100_jpg.rf.17fea8ad667893d0f7994bab5868901e.jpg,bánh bèo,bread_and_pastry,640,640,web_scrape_B,True,verified
VNFOOD_000076,images/srcB_100_jpg.rf.905768773c7ce1453089ceb502931f2b.jpg,bánh khọt,bread_and_pastry,640,640,web_scrape_B,True,verified
VNFOOD_000077,images/srcB_1015_jpg.rf.9b3d4ef8bbc715ff7ae3bfd60f2dd571.jpg,bánh xèo,bread_and_pastry,640,640,web_scrape_B,True,verified
VNFOOD_000078,images/srcB_1017_jpg.rf.9e9a41b8a757a58d834afaccef6c4fc4.jpg,bún riêu,noodle_dish,640,640,web_scrape_B,True,verified
VNFOOD_000079,images/srcB_101_jpg.rf.47f98ad94314971a8f1a4914d98032fe.jpg,nước chấm,sauce_condiment,640,640,web_scrape_B,True,verified
VNFOOD_000080,images/srcB_101_jpg.rf.561025d118a2bf1ed6fdaa348f2e0791.jpg,bánh bèo,bread_and_pastry,640,640,web_scrape_B,True,verified
VNFOOD_000081,images/srcB_1022_jpg.rf.eda9fa2ca134b6b70d1b2d620cc2686b.jpg,bún riêu,noodle_dish,640,640,web_scrape_B,True,verified
VNFOOD_000082,images/srcB_1028_jpg.rf.3d5010b7e72ea6ba12d7f6a65e05eb7a.jpg,cháo lòng,soup,640,640,web_scrape_B,True,verified
VNFOOD_000083,images/srcB_102_jpg.rf.181b34c1ef23f583b66abe95ee351cc7.jpg,bánh tét,bread_and_pastry,640,640,web_scrape_B,True,verified
VNFOOD_000084,images/srcB_102_jpg.rf.429d4d427b640a1e760e6cfd5f2241c1.jpg,cá chiên,seafood,640,640,web_scrape_B,True,verified
VNFOOD_000085,images/srcB_102_jpg.rf.6b00e168506b5c210a5c634e493bf72e.jpg,nem chua,meat_dish,640,640,web_scrape_B,True,verified
VNFOOD_000086,images/srcB_1030_jpg.rf.2432e5230636807065ddb7845f19600d.jpg,rau sống,salad_vegetable,640,640,web_scrape_B,True,verified
VNFOOD_000087,images/srcB_1034_jpg.rf.d0325ddef079c7b54b2198172b84bee3.jpg,bánh mì,bread_and_pastry,640,640,web_scrape_B,True,verified
VNFOOD_000088,images/srcB_1037_jpg.rf.02c203033bb731fd3e32138a690f8f75.jpg,bánh mì,bread_and_pastry,640,640,web_scrape_B,True,verified
VNFOOD_000089,images/srcB_1038_jpg.rf.bf539dd50cf645f8d32b9a6981c4b854.jpg,bún bò Huế,noodle_dish,640,640,web_scrape_B,True,verified
VNFOOD_000090,images/srcB_103_jpg.rf.01c090482415219167984bfeb4f3c5e8.jpg,bánh căn,bread_and_pastry,640,640,web_scrape_B,True,verified
VNFOOD_000091,images/srcB_103_jpg.rf.2b331356a2700e0f0a69d592edf677d4.jpg,bánh khọt,bread_and_pastry,640,640,web_scrape_B,True,verified
VNFOOD_000092,images/srcB_103_jpg.rf.6683a2e66ba7bce54b36343a4c958389.jpg,bánh tét,bread_and_pastry,640,640,web_scrape_B,True,verified
VNFOOD_000093,images/srcB_103_jpg.rf.a8987d01123fa4d1a67296215e66fa51.jpg,bánh chưng,bread_and_pastry,640,640,web_scrape_B,True,verified
VNFOOD_000094,images/srcB_1041_jpg.rf.411eabab2565b27060e7e1b8702f2f76.jpg,cháo lòng,soup,640,640,web_scrape_B,True,verified
VNFOOD_000095,images/srcB_1042_jpg.rf.9f2837e7a30944d155432b3e94c8d892.jpg,cháo lòng,soup,640,640,web_scrape_B,True,verified
VNFOOD_000096,images/srcB_1044_jpg.rf.8fc0fc5d18a249f827db9133df9ce225.jpg,bún riêu,noodle_dish,640,640,web_scrape_B,True,verified
VNFOOD_000097,images/srcB_104_jpg.rf.3dd576835e87f149a63b5d3e78dc5fe3.jpg,bánh tét,bread_and_pastry,640,640,web_scrape_B,True,verified
VNFOOD_000098,images/srcB_104_jpg.rf.cc4f0380737637160945d57cc34db935.jpg,bánh căn,bread_and_pastry,640,640,web_scrape_B,True,verified
VNFOOD_000099,images/srcB_1050_jpg.rf.a25e056d70f1430dc52d0cdb7d46d62d.jpg,món ăn khác,other,640,640,web_scrape_B,True,verified
VNFOOD_000100,images/srcB_1051_jpg.rf.d8465882fc8d18acd0d775420410c364.jpg,bánh mì,bread_and_pastry,640,640,web_scrape_B,True,verified
VNFOOD_000101,images/srcB_1052_jpg.rf.3ba9c7c53a96c6d74a5a3b9522750798.jpg,cháo lòng,soup,640,640,web_scrape_B,True,verified
VNFOOD_000102,images/srcB_1053_jpg.rf.02cd9794c8813092385635a0182ee433.jpg,bánh mì,bread_and_pastry,640,640,web_scrape_B,True,verified
VNFOOD_000103,images/srcB_1053_jpg.rf.98c5eb4d16f5335ea4bea3486920d326.jpg,cháo lòng,soup,640,640,web_scrape_B,True,verified
VNFOOD_000104,images/srcB_1053_jpg.rf.e0726eeb08e5470deb313c44e116ba96.jpg,bún riêu,noodle_dish,640,640,web_scrape_B,True,verified
VNFOOD_000105,images/srcB_1055_jpg.rf.22af40cbf9c710c63e6f2b188aa47057.jpg,bún bò Huế,noodle_dish,640,640,web_scrape_B,True,verified
VNFOOD_000106,images/srcB_1056_jpg.rf.589ad546b8fa10c78d1c07d83d053cdc.jpg,cháo lòng,soup,640,640,web_scrape_B,True,verified
VNFOOD_000107,images/srcB_1060_jpg.rf.2defd30f86fc8b7ea26a9bbd36219ad3.jpg,bánh xèo,bread_and_pastry,640,640,web_scrape_B,True,verified
VNFOOD_000108,images/srcB_1066_jpg.rf.0899dfa8032050aa87cbdd924114540c.jpg,bánh cuốn,bread_and_pastry,640,640,web_scrape_B,True,verified
VNFOOD_000109,images/srcB_1067_jpg.rf.7560ed491bc674fe13e7fb499f9c0907.jpg,cháo lòng,soup,640,640,web_scrape_B,True,verified
VNFOOD_000110,images/srcB_1067_jpg.rf.fd1b1b88f4951ded8668b2184c6b229d.jpg,heo quay,meat_dish,640,640,web_scrape_B,True,verified
VNFOOD_000111,images/srcB_1069_jpg.rf.c8c55512f486c2ce737476fb8628b9f9.jpg,nước chấm,sauce_condiment,640,640,web_scrape_B,True,verified
VNFOOD_000112,images/srcB_106_jpg.rf.6ec7883401490bf31e28523ff938ede1.jpg,bánh tét,bread_and_pastry,640,640,web_scrape_B,True,verified
VNFOOD_000113,images/srcB_1071_jpg.rf.330822827b88a418dc32fa457b68b171.jpg,cháo lòng,soup,640,640,web_scrape_B,True,verified
VNFOOD_000114,images/srcB_107_jpg.rf.aa797d758b22e988586a8742bac83c5b.jpg,bánh bèo,bread_and_pastry,640,640,web_scrape_B,True,verified
VNFOOD_000115,images/srcB_107_jpg.rf.e669d8213883083896d490b017cf40fb.jpg,nước chấm,sauce_condiment,640,640,web_scrape_B,True,verified
VNFOOD_000116,images/srcB_107_jpg.rf.ed8fe02d18416b02d77d98334ac0cb7a.jpg,nước chấm,sauce_condiment,640,640,web_scrape_B,True,verified
VNFOOD_000117,images/srcB_1080_jpg.rf.eb3d09a232b12482a47751e7e573089a.jpg,bún thịt nướng,noodle_dish,640,640,web_scrape_B,True,verified
VNFOOD_000118,images/srcB_1085_jpg.rf.e5d418d198d41f933858861fd1cd7e34.jpg,bún riêu,noodle_dish,640,640,web_scrape_B,True,verified
VNFOOD_000119,images/srcB_1086_jpg.rf.b7af5283928fe366939fe033c09c4888.jpg,bánh mì,bread_and_pastry,640,640,web_scrape_B,True,verified
VNFOOD_000120,images/srcB_108_jpg.rf.86ce305d8902ef226545b86efa2702c2.jpg,bánh mì,bread_and_pastry,640,640,web_scrape_B,True,verified
VNFOOD_000121,images/srcB_1091_jpg.rf.bc6b5edcbc4468903b182694fed0715d.jpg,bánh cuốn,bread_and_pastry,640,640,web_scrape_B,True,verified
VNFOOD_000122,images/srcB_1096_jpg.rf.020be0e23758dd962fbe9b8c831e50a0.jpg,bún riêu,noodle_dish,640,640,web_scrape_B,True,verified
VNFOOD_000123,images/srcB_1098_jpg.rf.496ce07dd9102815aca68193a8fdbd12.jpg,gỏi cuốn,bread_and_pastry,640,640,web_scrape_B,True,verified
VNFOOD_000124,images/srcB_109_jpg.rf.6cd8ea45eb88aaf722cb5e67044e9e26.jpg,bánh giò,bread_and_pastry,640,640,web_scrape_B,True,verified
VNFOOD_000125,images/srcB_10_jpg.rf.840d7368b1f59e7345dba0e1389bf8c1.jpg,bánh tét,bread_and_pastry,640,640,web_scrape_B,True,verified
VNFOOD_000126,images/srcB_110_jpg.rf.5970b964441d7d1ed447e99715b1fa18.jpg,cơm tấm,rice_dish,640,640,web_scrape_B,True,verified
VNFOOD_000127,images/srcB_110_jpg.rf.60e9e75c04ffed5e5b687e6bfbf7ac98.jpg,bánh giò,bread_and_pastry,640,640,web_scrape_B,True,verified
VNFOOD_000128,images/srcB_111_jpg.rf.80c77faffd600bd618259f2bf24a93f9.jpg,bánh khọt,bread_and_pastry,640,640,web_scrape_B,True,verified
VNFOOD_000129,images/srcB_1120_jpg.rf.6f401b0e58a6a404e8e48acfbd2e4f22.jpg,bánh xèo,bread_and_pastry,640,640,web_scrape_B,True,verified
VNFOOD_000130,images/srcB_1128_jpg.rf.e5b6578ab5a609b81b91326d29ef9034.jpg,bánh cuốn,bread_and_pastry,640,640,web_scrape_B,True,verified
VNFOOD_000131,images/srcB_1131_jpg.rf.27cdb287cd95337f37c456a9f152995b.jpg,bánh mì,bread_and_pastry,640,640,web_scrape_B,True,verified
VNFOOD_000132,images/srcB_1138_jpg.rf.10db90ecdbe8a26b4c92957816e8598c.jpg,gỏi cuốn,bread_and_pastry,640,640,web_scrape_B,True,verified
VNFOOD_000133,images/srcB_113_jpg.rf.1321c5c5bf7641d3f5210da682ee32e2.jpg,nem chua,meat_dish,640,640,web_scrape_B,True,verified
VNFOOD_000134,images/srcB_113_jpg.rf.681341df9b7835392aab96722bae2150.jpg,gỏi cuốn,bread_and_pastry,640,640,web_scrape_B,True,verified
VNFOOD_000135,images/srcB_1147_jpg.rf.fc1f2022f8214acdbd55367390f2af26.jpg,phở,noodle_dish,640,640,web_scrape_B,True,verified
VNFOOD_000136,images/srcB_114_jpg.rf.563f231c313a92c6ffbfdda4d91ddb37.jpg,cao lầu,noodle_dish,640,640,web_scrape_B,True,verified
VNFOOD_000137,images/srcB_114_jpg.rf.841c2d39e4f9c5c7d870c20ef36e5c4b.jpg,bánh tét,bread_and_pastry,640,640,web_scrape_B,True,verified
VNFOOD_000138,images/srcB_114_jpg.rf.b61d48d6130560b6dc01442d5c284e63.jpg,nước chấm,sauce_condiment,640,640,web_scrape_B,True,verified
VNFOOD_000139,images/srcB_115_jpg.rf.250e30f47d5bc0d688335a2b9a61f8df.jpg,nem chua,meat_dish,640,640,web_scrape_B,True,verified
VNFOOD_000140,images/srcB_115_jpg.rf.cad703d400ebf09741f653a5607f3535.jpg,bánh tét,bread_and_pastry,640,640,web_scrape_B,True,verified
VNFOOD_000141,images/srcB_115_jpg.rf.edb04b44eb72f25d0619e8bca5e75a36.jpg,bún đậu mắm tôm,noodle_dish,640,640,web_scrape_B,True,verified
VNFOOD_000142,images/srcB_1167_jpg.rf.c9e1233254a2597f3d3570dabaa262fb.jpg,nước chấm,sauce_condiment,640,640,web_scrape_B,True,verified
VNFOOD_000143,images/srcB_116_jpg.rf.1a1aba5fb1dc5e84b067a3fa29ff45c7.jpg,bún đậu mắm tôm,noodle_dish,640,640,web_scrape_B,True,verified
VNFOOD_000144,images/srcB_116_jpg.rf.497da33b4741d4733be7133280cb02e2.jpg,bánh chưng,bread_and_pastry,640,640,web_scrape_B,True,verified
VNFOOD_000145,images/srcB_116_jpg.rf.abdb82f625b8838b67465cf138d08200.jpg,bánh tét,bread_and_pastry,640,640,web_scrape_B,True,verified
VNFOOD_000146,images/srcB_116_jpg.rf.da151e0876f4051c13f2d84db1c4e602.jpg,bánh căn,bread_and_pastry,640,640,web_scrape_B,True,verified
VNFOOD_000147,images/srcB_1172_jpg.rf.097c35a323497747df752c21fc436e3c.jpg,bánh mì,bread_and_pastry,640,640,web_scrape_B,True,verified
VNFOOD_000148,images/srcB_1178_jpg.rf.3266321ebe517c049301ace05c1944e9.jpg,bánh mì,bread_and_pastry,640,640,web_scrape_B,True,verified
VNFOOD_000149,images/srcB_117_jpg.rf.738a2631166c258f4a96a0487bca604e.jpg,nước chấm,sauce_condiment,640,640,web_scrape_B,True,verified
VNFOOD_000150,images/srcB_118_jpg.rf.1b0c0ce9f311a9a956895a686fc15abc.jpg,bánh bột lọc,bread_and_pastry,640,640,web_scrape_B,True,verified
VNFOOD_000151,images/srcB_1193_jpg.rf.63a40e0ff5c5e5e38aaff6a3e4aa07e9.jpg,bún bò Huế,noodle_dish,640,640,web_scrape_B,True,verified
VNFOOD_000152,images/srcB_1197_jpg.rf.95c9df98681047be86643d6b4fcd9218.jpg,bánh mì,bread_and_pastry,640,640,web_scrape_B,True,verified
VNFOOD_000153,images/srcB_119_jpg.rf.7e3b486518d2432f0a2e4da0a2ce3b9f.jpg,bánh tét,bread_and_pastry,640,640,web_scrape_B,True,verified
VNFOOD_000154,images/srcB_119_jpg.rf.968de06634f51094f4547fee86052e2a.jpg,gỏi cuốn,bread_and_pastry,640,640,web_scrape_B,True,verified
VNFOOD_000155,images/srcB_11_jpg.rf.051b72cbb8a5998959de95d80ecaa54c.jpg,nem chua,meat_dish,640,640,web_scrape_B,True,verified
VNFOOD_000156,images/srcB_120_jpg.rf.878e9a9dc9e2b440a62b6fcb109cd813.jpg,bánh pía,bread_and_pastry,640,640,web_scrape_B,True,verified
VNFOOD_000157,images/srcB_121_jpg.rf.c8ffb4d4551f615692f90a9df4f445f9.jpg,bánh pía,bread_and_pastry,640,640,web_scrape_B,True,verified
VNFOOD_000158,images/srcB_122_jpg.rf.89c9cabe2a3bb7f72a5dbc9119fd3107.jpg,bánh pía,bread_and_pastry,640,640,web_scrape_B,True,verified
VNFOOD_000159,images/srcB_1239_jpg.rf.f407bab53f25d39a6fa31a9bb89a382c.jpg,bánh mì,bread_and_pastry,640,640,web_scrape_B,True,verified
VNFOOD_000160,images/srcB_123_jpg.rf.9e68d9fc83538a5a9f18450ae28f4aa0.jpg,mì Quảng,noodle_dish,640,640,web_scrape_B,True,verified
VNFOOD_000161,images/srcB_1254_jpg.rf.73dadb0763f243156d0c07dd0234a420.jpg,bánh mì,bread_and_pastry,640,640,web_scrape_B,True,verified
VNFOOD_000162,images/srcB_125_jpg.rf.56a7b86501c939db3b02de4609368fdf.jpg,bánh bột lọc,bread_and_pastry,640,640,web_scrape_B,True,verified
VNFOOD_000163,images/srcB_127_jpg.rf.3d83db56ef8279a1a2eed33abf4d8b70.jpg,bánh khọt,bread_and_pastry,640,640,web_scrape_B,True,verified
VNFOOD_000164,images/srcB_128_jpg.rf.876cb589361b07f27b1cf23e05226a3c.jpg,bún mắm,noodle_dish,640,640,web_scrape_B,True,verified
VNFOOD_000165,images/srcB_129_jpg.rf.cde85bf46f0387b381d12ac08f1523c5.jpg,bánh khọt,bread_and_pastry,640,640,web_scrape_B,True,verified
VNFOOD_000166,images/srcB_12_jpg.rf.8a29b17fe0e0d3b2eb8201fc78baf533.jpg,bánh khọt,bread_and_pastry,640,640,web_scrape_B,True,verified
VNFOOD_000167,images/srcB_130_jpg.rf.59e6f60df24430aaf3c40abad8c6aeda.jpg,bánh tét,bread_and_pastry,640,640,web_scrape_B,True,verified
VNFOOD_000168,images/srcB_130_jpg.rf.96893f89f27591449e970f120b0b94f4.jpg,nem chua,meat_dish,640,640,web_scrape_B,True,verified
VNFOOD_000169,images/srcB_132_jpg.rf.8fa158189d2429bc232aad17a3c8609c.jpg,bánh xèo,bread_and_pastry,640,640,web_scrape_B,True,verified
VNFOOD_000170,images/srcB_132_jpg.rf.f04a0576f6d2dc1f051fc0093cf9087f.jpg,nước chấm,sauce_condiment,640,640,web_scrape_B,True,verified
